,dpg2,dpg2_time,dpg6,dpg6_time
56,961.4025656026458,485.83832597732544,-4003.4678013308335,67.12986421585083
57,996.112223869454,487.05238342285156,-4925.261196389751,68.3096022605896
58,989.1402705186457,488.2499485015869,-4933.134267316789,69.54859328269958
59,944.287481610027,489.4604117870331,-4939.640028663352,70.75033569335938
60,963.0021705270461,490.6581380367279,-4954.860967237755,71.98265504837036
61,1041.4126934553847,491.89023756980896,-4974.224036583823,73.18407702445984
62,929.4039786724154,493.100284576416,-4989.842998869641,74.38332462310791
63,1022.2315537851537,494.31789994239807,-4995.582622881782,75.56938695907593
64,981.9165350214048,495.54413294792175,-4995.894574572493,76.8027994632721
65,1008.0295729950416,496.745233297348,-4996.061561691769,77.97560381889343
66,944.2667776294142,497.95085167884827,-4995.8740482706935,79.22838568687439
67,1010.6856359060765,499.10309505462646,-4996.006043812119,80.41488814353943
68,1007.3761351070721,500.3580150604248,-4996.5216980776095,81.61477041244507
69,1018.4427371295919,501.55394434928894,-4995.211308689621,82.82780003547668
70,969.4530891580106,502.76478385925293,-4994.8503112465105,84.05291533470154
71,975.4903336311164,503.95768642425537,-4998.3969637117,85.29793930053711
72,987.0092816349447,505.16939401626587,-4997.0292851925415,86.55862021446228
73,924.8244650326076,506.37461256980896,-4995.929748478213,87.79283380508423
74,949.6365640725064,507.59258484840393,-4998.7254157546095,88.97048044204712
75,970.7987843197827,508.78645157814026,-4998.499138520331,90.18115878105164
76,1004.7206980505699,510.01737117767334,-4999.184378779754,91.39430642127991
77,1002.7866023464312,511.21375584602356,-4998.170828504751,92.58711075782776
78,979.4803553759931,512.4060232639313,-4993.22314453831,93.8107213973999
79,994.380461821725,513.5833106040955,-5002.55909086527,95.02904343605042
80,993.4929553645036,514.7897129058838,-4992.4878792832105,96.23623061180115
81,1023.8411172861194,516.0414664745331,-5000.509699041469,97.49382710456848
82,949.4404636585434,517.2306571006775,-4994.785345455302,98.7263765335083
83,1053.5281872430903,518.4304530620575,-4995.11747552593,99.957932472229
84,982.9615438281413,519.6351761817932,-4988.6232337533975,101.21129989624023
85,989.8376715692311,520.8368141651154,-4715.803932557903,102.42237973213196
86,1086.5420843436368,522.0616664886475,-4997.871133715131,103.65413475036621
87,1027.3538915456868,523.2459449768066,-4996.492313804205,104.91161584854126
88,1012.2793057034658,524.4414956569672,-4997.4345767645955,106.17829895019531
89,951.7678616739546,525.6738660335541,-4998.3778994827435,107.38474154472351
90,981.3530011033885,526.9481046199799,-4999.090084656147,108.61416864395142
91,1033.9545200181778,528.1453218460083,-4995.7226918020915,109.84892892837524
92,1011.2278444687829,529.3680331707001,-4998.655265690747,111.05069184303284
93,965.2372536581189,530.5517725944519,-4998.764501384183,112.25097274780273
94,1009.2567153597082,531.790739774704,-4999.474164513246,113.47768807411194
95,976.2098556615792,532.977264881134,-4998.073672954546,114.70819687843323
96,980.3671093263765,534.2032206058502,-4983.571222222245,115.92991089820862
97,1004.4225270127542,535.4360485076904,-4679.421316769547,117.21392512321472
98,984.6459883110562,536.5849933624268,-4946.865090211524,118.40207266807556
99,999.8554179205476,537.752147436142,-4981.348696094315,119.60293889045715
100,1013.0898414228961,538.9723970890045,-4980.045106264558,120.80800175666809
101,1027.570737072535,540.1528248786926,-4449.243639076573,122.0366415977478
102,994.879044957339,541.3321242332458,-4715.002074385548,123.2879798412323
103,983.6214434584977,542.5738635063171,-4982.806515264365,124.49647259712219
104,978.9613025010811,543.7938013076782,-4977.670061429523,125.75395488739014
105,984.4651698088386,545.0209488868713,-4990.58273938872,126.97641587257385
106,986.1785588156698,546.2586522102356,-4989.93474271503,128.21200037002563
107,985.4004426724777,547.4625635147095,-4989.752481835603,129.39043712615967
108,1004.9478648057528,548.7136681079865,-4992.540084983646,130.61631274223328
109,946.3646402539595,549.9433133602142,-4995.130678156005,131.8247845172882
110,993.317420686504,551.1538562774658,-4995.329896910242,133.01068544387817
111,1034.2194995617206,552.3777651786804,-4991.699729442847,134.2577624320984
112,1032.5019539006266,553.5639443397522,-4987.980338663445,135.44764494895935
113,968.3350009149727,554.7932217121124,-4992.666336022117,136.68958926200867
114,975.7928507500169,556.0026869773865,-4993.756492102817,137.93117880821228
115,974.4677170781738,557.2735381126404,-4995.013229002286,139.13989233970642
116,1060.9835339879396,558.5089983940125,-4989.8012424968165,140.30165266990662
117,960.5004104015734,559.7883882522583,-4988.481522471062,141.52105593681335
118,1013.2082297157804,561.0309748649597,-4986.2096238974045,142.74977922439575
119,987.766527253113,562.2541892528534,-4973.1057845710875,143.95628833770752
120,985.8616793078284,563.4894552230835,-4936.943370031911,145.21832180023193
121,988.5540325755836,564.7103793621063,-4754.188266920538,146.41529607772827
122,1003.5594944616162,565.940153837204,-4317.968650857872,147.64695477485657
123,1007.9119530210977,567.162104845047,-4519.204923591574,148.85449743270874
124,982.5667136626789,568.335844039917,-4973.224640704918,150.09090518951416
125,990.7288475670318,569.5452287197113,-4902.357725326456,151.32613492012024
126,935.3061129924898,570.7700293064117,-4549.780689533955,152.58824801445007
127,1023.4778747190431,571.9936609268188,-4958.234279115656,153.81477999687195
128,1031.965744468187,573.1802921295166,-4991.710055773113,155.06289100646973
129,966.9438190118982,574.4441652297974,-4978.613979487244,156.3182876110077
130,960.1783510768178,575.6294186115265,-4487.213565527753,157.56984114646912
131,1003.5970856612801,576.8342876434326,-2641.348453984885,158.38367009162903
132,1036.2500082424494,578.0709471702576,-927.7057473345371,158.68589782714844
133,966.6390070399624,579.2751586437225,-946.1967873489132,159.01171135902405
134,1014.8451008352555,580.4300210475922,-917.2898481972247,159.33549976348877
135,1013.3622698434192,581.6604731082916,-885.8977379193686,159.6451976299286
136,1014.4417258576649,582.8514235019684,-931.0996644994543,159.96514582633972
137,982.2671794303119,584.0455691814423,-993.9126748929369,160.2819697856903
138,1010.9629855665128,585.1978154182434,-947.6207548410879,160.5998387336731
139,955.5037849681128,586.4210062026978,-1000.1147112330775,160.92171669006348
140,1008.0320965195796,587.608115196228,-1844.1728806641631,161.44964814186096
141,953.8731871560651,588.8176760673523,-4428.104392036437,162.68167924880981
142,971.4107037673353,590.0375354290009,-4083.1890738261905,163.92429900169373
143,998.9471496876276,591.2159852981567,-4026.2960498934517,165.13759207725525
144,984.5937447923563,592.473571062088,-4171.833618289341,166.3702735900879
145,1042.6232737002972,593.6950395107269,-4522.731410464479,167.63945317268372
146,1014.5907785552931,594.9099159240723,-4138.923816069442,168.85268568992615
147,960.1816964835707,596.098135471344,-4447.665635066226,170.06304907798767
148,981.6202892993173,597.3284702301025,-4896.985520714534,171.27020692825317
149,1057.606351949115,598.5472438335419,-4498.889890274925,172.48887872695923
150,1008.347513886104,599.7534129619598,-4364.317883802938,173.71460795402527
151,987.0281803552479,601.0100629329681,-2113.4065348599715,174.42287611961365
152,998.1397207832308,602.2380909919739,-908.2144779930491,174.7254617214203
153,998.6164171231173,603.4098336696625,-930.0465039871409,175.03647804260254
154,1008.400950324607,604.6512632369995,-990.0681363101464,175.32699489593506
155,1042.407366192247,605.8733625411987,-991.4482555449586,175.61062574386597
156,1003.0372609320948,607.1136209964752,-995.0784462042978,175.9136734008789
157,982.0351713919086,608.3216729164124,-995.6901401405107,176.20233011245728
158,969.6354271176964,609.5153629779816,-1000.318666255987,176.51136422157288
159,1023.8956906713978,610.7466785907745,-987.5065676125117,176.82255029678345
160,963.4618387991335,611.9442069530487,-982.0288364802391,177.13318848609924
161,1015.9801791579947,613.1538875102997,-948.9189198991376,177.43369126319885
162,1003.6097926249744,614.286110162735,-921.573761460058,177.75686502456665
163,1016.1639852385244,615.4993550777435,-922.764088206746,178.07004475593567
164,1071.2759843787444,616.7264513969421,-963.6616124240857,178.38785576820374
165,1034.5087620093498,617.9670720100403,-951.5579302743088,178.7033178806305
166,948.749733363506,619.1536934375763,-973.4479668199099,179.01566743850708
167,1009.1095400582977,620.3577661514282,-953.7524093905267,179.33449697494507
168,981.9569082339241,621.5686914920807,-924.8190322306491,179.63047647476196
169,958.3113711452181,622.759752035141,-946.7793329100975,179.93568325042725
170,999.749404291437,623.9915709495544,-948.2964785289722,180.2468466758728
171,971.2796798278212,625.2235569953918,-954.8308262180983,180.57004570960999
172,1002.8858914948977,626.4114875793457,-909.472212604366,180.87141299247742
173,987.3290740994621,627.6450963020325,-950.7384453562984,181.17456340789795
174,1029.6985818215064,628.8497257232666,-888.326434113015,181.4896252155304
175,928.8882030207665,630.0811879634857,-953.5231772315769,181.80470633506775
176,971.8889150431897,631.2847239971161,-946.0577940377349,182.12603282928467
177,1010.9066272236947,632.4858787059784,-983.5229723149422,182.43139147758484
178,987.472140559808,633.7174441814423,-971.2593756881333,182.7391059398651
179,958.8962643875475,634.8937954902649,-986.26259985495,183.07042741775513
180,998.8143243525041,636.0934023857117,-968.7926129515118,183.39001607894897
181,1001.1101445411279,637.3075089454651,-939.3379897977227,183.71776700019836
182,1012.8918204483596,638.5019183158875,-946.2638413509499,184.02467584609985
183,990.7254298844399,639.7307064533234,-922.3441944794986,184.34264492988586
184,994.8350397030982,640.945981502533,-877.6849440518455,184.6566870212555
185,973.1354149275586,642.2177274227142,-867.0391711248848,184.98537182807922
186,1033.2904476398348,643.4261190891266,-900.9941361038079,185.3017177581787
187,1001.2317807841667,644.6422049999237,-930.0217161007979,185.60805678367615
188,1057.9651432155442,645.8468954563141,-918.7813863703476,185.9217131137848
189,1031.7468334092175,647.0876903533936,-868.9174803063241,186.22307872772217
190,1003.6054584154776,648.3061473369598,-900.8079559966499,186.5319685935974
191,938.3179510177699,649.5514335632324,-910.0652392524787,186.8446774482727
192,964.9535416176651,650.758791923523,-895.2810964176587,187.14768505096436
193,1030.6246494006218,651.9263832569122,-886.8729784454965,187.43428421020508
194,969.4207269605125,653.1335306167603,-888.8566645396522,187.75132298469543
195,974.1440672427949,654.3528699874878,-902.7526117774003,188.0375657081604
196,1008.4881296422575,655.5313766002655,-860.5089128605778,188.33026218414307
197,966.862046495646,656.7054433822632,-828.1997260419829,188.63213419914246
198,940.0791087351777,657.9189257621765,-700.7403763282932,189.0657515525818
199,1023.3924268507761,659.1107649803162,-1009.4061590817242,189.51597142219543
200,983.4116901315498,660.3061866760254,-1155.3644374410749,189.945871591568
201,1003.2707033359411,661.5260977745056,-838.016442605054,190.2573323249817
202,1012.1552751089811,662.7295796871185,-879.6284983961233,190.56585478782654
203,1004.3398733818265,663.9500665664673,-884.7520905845458,190.87651586532593
204,1018.2408377841398,665.1596968173981,-933.2021642664754,191.21791219711304
205,1013.0070127358456,666.4018895626068,-937.4255360136228,191.5513596534729
206,1049.4796586550274,667.5888907909393,-904.9920806785805,191.8700020313263
207,1033.3334211953386,668.8242025375366,-983.8229975501479,192.17875003814697
208,1023.5998755385912,670.061696767807,-994.5184984898921,192.4802176952362
209,1010.2742749330939,671.2309131622314,-974.8430085545585,192.80976366996765
210,1022.5115488545057,672.4502017498016,-997.8529802280736,193.13359904289246
211,984.6732305759712,673.6629619598389,-979.7359572572157,193.45309782028198
212,989.3416196517891,674.886265039444,-967.8589041039725,193.75393629074097
213,1042.54933898006,676.0737502574921,-987.0512936253936,194.06568670272827
214,916.1775473215492,677.2512581348419,-986.5231577296415,194.3591911792755
215,1012.7484878574024,678.4535422325134,-996.7210632831703,194.68066239356995
216,999.9595082255174,679.6678457260132,-1001.3957066028138,194.98705649375916
217,985.18857765649,680.8583636283875,-988.551096733044,195.30862832069397
218,966.5560570154702,682.0861775875092,-997.179141384203,195.59576177597046
219,991.7733443960178,683.2786333560944,-979.0177135883564,195.89389753341675
220,964.5137002656049,684.4785740375519,-992.5196030702716,196.1976673603058
221,1013.5137425459147,685.7200045585632,-993.8823037731329,196.5040328502655
222,959.2853215106188,686.9081001281738,-973.2854817079105,196.8173975944519
223,992.0177217888629,688.0901539325714,-989.5887311356789,197.14417004585266
224,951.4375850071955,689.3102169036865,-938.5431688798286,197.46967816352844
225,982.9881027639243,690.5407631397247,-1001.7158256184736,197.77479910850525
226,1022.469974884269,691.7562601566315,-958.5605870455034,198.06595063209534
227,1006.8953106907152,692.9416961669922,-921.9704865711767,198.3863456249237
228,957.3670708323598,694.0944383144379,-1001.155548375822,198.68593430519104
229,991.3002584901034,695.3213648796082,-1001.3815728876757,198.98588371276855
230,1002.8390373812451,696.4955258369446,-1008.1664049832982,199.27451086044312
231,1025.2282311302024,697.6944074630737,-1001.1633861349972,199.58893942832947
232,1014.6574059027932,698.8759105205536,-1006.5041744016944,199.88639950752258
233,964.1001872086215,700.0874001979828,-1009.5294413511508,200.21862816810608
234,983.7805835201684,701.3581268787384,-1012.0229101528565,200.5346224308014
235,944.5117021722741,702.5912871360779,-1011.2899036658065,200.80991196632385
236,947.795776195711,703.8134651184082,-1011.1733022359286,201.1195547580719
237,975.6961279064149,705.0437858104706,-1009.3726967093452,201.43158555030823
238,998.3728655331338,706.2010805606842,-1008.5602051255378,201.727192401886
239,1022.2207965089509,707.448766708374,-995.2579840274094,202.03802680969238
240,1010.947225471939,708.6323082447052,-850.0803933622462,202.33376550674438
241,980.9844017676055,709.8553168773651,-4643.629754651785,203.56287217140198
242,990.3466845297802,711.0657057762146,-4995.800841527088,204.78396654129028
243,1002.5720842871298,712.3194861412048,-4855.501143177457,205.99183893203735
244,976.8492802026556,713.5294210910797,-4950.550521100068,207.1698296070099
245,998.7284965660465,714.7772254943848,-4813.128357462619,208.37220883369446
246,955.242465606204,716.017471075058,-4892.763950723281,209.5540313720703
247,969.836330162584,717.1774570941925,-4993.265507798851,210.78596591949463
248,978.9260695870106,718.4088983535767,-4998.461757866375,212.00163340568542
249,994.612398905817,719.6012034416199,-4996.878644074971,213.23494744300842
250,966.1750091431163,720.7934958934784,-4996.043863242409,214.45372319221497
251,1002.6549631584104,721.9825360774994,-5000.402219583742,215.63702750205994
252,1034.4203569967212,723.2148959636688,-4992.387826551528,216.8541383743286
253,1009.9705529788673,724.4006669521332,-4670.993990305018,218.0777485370636
254,978.0030927927339,725.6294493675232,-4998.492666830286,219.28568315505981
255,995.9221057411978,726.8631143569946,-4995.364822242676,220.5104534626007
256,997.7487949337288,728.0781874656677,-4997.658028641008,221.72310853004456
257,976.9983644034321,729.2994256019592,-5000.467327110984,222.9699845314026
258,1025.5299814417504,730.498831987381,-4997.972227797575,224.20622777938843
259,946.7714340019423,731.6945812702179,-4997.230756467626,225.43826699256897
260,999.9547699116167,732.8706812858582,-4998.974844038053,226.6418879032135
261,943.3595901884482,734.0214233398438,-4995.968252333176,227.88202476501465
262,993.1490874501558,735.2582015991211,-5001.346861160077,229.06184363365173
263,976.5821878938483,736.4942128658295,-4997.271606459243,230.28980588912964
264,1043.9207259801412,737.7314624786377,-5001.050716832961,231.5491590499878
265,951.395396504719,738.9746615886688,-5004.98058915817,232.7742772102356
266,1009.899600893044,740.1735458374023,-5002.476448091681,234.02919363975525
267,1003.1494783533421,741.3840427398682,-4996.3973836212945,235.283216714859
268,956.8514994019426,742.5814077854156,-4998.958372377299,236.51857495307922
269,1008.4256884328008,743.7857048511505,-4998.297324901748,237.80568194389343
270,983.5343708239418,744.9622626304626,-4995.84690329885,239.00355863571167
271,1013.5201623955402,746.1757130622864,-4995.655781770965,240.1966531276703
272,975.4352219138625,747.3465299606323,-4999.019232650076,241.46594262123108
273,992.6160763421715,748.5534815788269,-4997.08047955648,242.6903076171875
274,930.1258783642528,749.7944331169128,-4989.286755430117,243.89504718780518
275,1021.1509742881096,751.0102627277374,-4970.3936893721075,245.15085673332214
276,940.4110440901128,752.2075846195221,-5001.285989978764,246.35835528373718
277,979.1705611954674,753.4101459980011,-4999.100706641417,247.56406998634338
278,1025.9298154408598,754.5815041065216,-5000.488869074306,248.76989793777466
279,976.3117598962862,755.760162115097,-4994.46192754831,250.02304124832153
280,1015.6319986644639,756.9656927585602,-5001.499891093523,251.2297854423523
281,1011.2535724467009,758.143306016922,-5001.199842307716,252.47248005867004
282,987.1380979319484,759.3391003608704,-5004.166296446052,253.6841847896576
283,1007.4821576715237,760.5383687019348,-5003.615813001745,254.95800852775574
284,986.4093396295299,761.7377190589905,-4997.782187545326,256.19866251945496
285,971.5831667753656,762.960104227066,-4997.921599407548,257.4343707561493
286,988.5984804002759,764.1422004699707,-4999.456366368302,258.6723527908325
287,969.9045206258417,765.3660135269165,-4996.799561712042,259.8902397155762
288,945.6590426818424,766.5458309650421,-5000.524077420654,261.2001323699951
289,929.1180178410419,767.6901109218597,-4993.949126567112,262.38854002952576
290,996.4025014009269,768.9179196357727,-5006.838971551271,263.59934997558594
291,984.6455406492205,770.1235737800598,-4997.7256408655185,264.8479208946228
292,999.4652159623777,771.3174889087677,-5000.519214012654,266.09137082099915
293,1018.423380714511,772.5261416435242,-5002.624478448446,267.3140528202057
294,1002.1237997191499,773.7208199501038,-4996.666634934015,268.57257056236267
295,967.8661661947976,774.9283308982849,-4998.004085206922,269.7716543674469
296,959.2985644487394,776.161092042923,-5001.9771986495225,270.9713740348816
297,980.813245446177,777.3447403907776,-5003.083151091179,272.2062711715698
298,954.3420961606237,778.5619640350342,-5000.079533999444,273.4264929294586
299,960.9795927945374,779.7375748157501,-4822.604163366583,274.6509938240051
300,982.2059765542057,780.9894948005676,-4819.967171828223,275.8825991153717
301,988.02999211474,782.153594493866,-4938.550908153743,277.095751285553
302,1003.4622135288312,783.3827574253082,-4773.444720425171,278.32883381843567
303,971.0075078271142,784.5728101730347,-4994.144415369319,279.5565404891968
304,1025.9052943680747,785.7623355388641,-4845.662229547686,280.7745027542114
305,939.6144695534427,786.9413623809814,-4910.469057245928,281.982470035553
306,972.5349457568683,788.1494054794312,-5001.756768028819,283.20966029167175
307,1004.3052704200238,789.3688116073608,-4999.410263978546,284.4416241645813
308,1018.7081642227063,790.5505447387695,-4999.062506554426,285.67103481292725
309,973.0068780025825,791.7536482810974,-4995.679649309244,286.8779492378235
310,962.8200402257802,792.9655423164368,-4997.527354319371,288.05767464637756
311,1022.4624936142098,794.1845436096191,-4998.5499624297445,289.26291680336
312,1000.042529107184,795.4254908561707,-4976.907077235657,290.5540204048157
313,1003.8896164955263,796.6295318603516,-4918.709431346315,291.7704248428345
314,1015.1249230449708,797.8973317146301,-4988.401773679764,293.0049982070923
315,1056.60939751229,799.1156928539276,-5002.747132119286,294.1886637210846
316,979.900971402294,800.3241143226624,-4999.927721222166,295.4339418411255
317,996.7752619122921,801.5525646209717,-4997.623811247638,296.6534631252289
318,964.7091075623714,802.7747888565063,-4993.958736614623,297.90799713134766
319,953.3975162814008,803.9459280967712,-4997.682821375433,299.1377377510071
320,984.09604468127,805.1561529636383,-5000.557372067387,300.3776071071625
321,998.9004917186145,806.3498985767365,-4995.228322225935,301.63763976097107
322,993.5879624483675,807.5755009651184,-4799.869030544643,302.8624196052551
323,964.28459010491,808.7503263950348,-4992.201643307101,304.09960985183716
324,1013.3251557436673,810.0060889720917,-4993.273126978414,305.3388934135437
325,1022.3763262607438,811.308357000351,-4999.4772401900445,306.5985803604126
326,978.1152234424403,812.5094149112701,-4997.610716357856,307.8220920562744
327,994.8646035977216,813.7186360359192,-5000.493998924167,309.02586102485657
328,1020.6867288232481,814.9409358501434,-4999.0863724637675,310.2606520652771
329,960.1820656498214,816.1462554931641,-5003.866460225262,311.50190472602844
330,1000.4179350798323,817.3247826099396,-5001.0176912174065,312.74920439720154
331,976.686724147566,818.5101327896118,-5001.579396862134,313.99967432022095
332,945.912866489424,819.6996138095856,-5003.476883553687,315.25511860847473
333,1039.4238001038098,820.9060401916504,-4997.750452431,316.4993405342102
334,961.4818426566089,822.1300406455994,-5002.884128497632,317.70904541015625
335,955.1416413973702,823.3427159786224,-5000.657038371314,318.97759437561035
336,970.6939329112149,824.5574336051941,-4997.333087438116,320.2142217159271
337,1029.539247735068,825.7719533443451,-4998.37308265149,321.41058444976807
338,978.9931844202611,826.9773924350739,-5001.29138446712,322.6536889076233
339,1015.7588855060338,828.1864626407623,-4995.998242194854,323.90740728378296
340,972.734108495957,829.3748197555542,-4749.333739041503,325.1178603172302
341,978.8918707806379,830.6053986549377,-4984.905055357326,326.32131147384644
342,950.0417974856368,831.8038206100464,-4934.241968888223,327.50814509391785
343,984.0228918571302,832.9799749851227,-4960.91897574498,328.7338523864746
344,1000.0570944884957,834.1925673484802,-4984.604407410165,329.8936538696289
345,972.0996817035264,835.3964462280273,-4999.986652798091,331.07403349876404
346,924.2686592157394,836.5547826290131,-5000.08079605682,332.2839298248291
347,1014.7766012434209,837.7838776111603,-4999.055305373764,333.4936628341675
348,1012.6293089701949,838.9943115711212,-4927.547574818453,334.6737251281738
349,1012.5342964711159,840.1680254936218,-4438.221249688676,335.89939641952515
350,998.1681181801085,841.3618605136871,-4922.915038858101,337.12635612487793
351,974.8454354408188,842.5676915645599,-4285.37696103052,338.3511781692505
352,973.0023408053146,843.7392246723175,-4466.953354607956,339.5697212219238
353,969.4159686185196,844.954666852951,-4312.724739685646,340.7909471988678
354,1022.0878381463352,846.1814637184143,-4277.545027086739,342.0309360027313
355,951.4753841240346,847.3749010562897,-4321.443327226134,343.2400360107422
356,1007.6976563571458,848.574184179306,-4430.547459725112,344.41772842407227
357,1007.9719935953538,849.7735412120819,-4496.125614313996,345.6537320613861
358,1021.4037135327462,850.9414501190186,-2774.895080483006,346.44936752319336
359,1014.4271290567867,852.1336369514465,-4579.398036200376,347.6505391597748
360,987.1842684498715,853.352712392807,-4027.3029145988335,348.84904384613037
361,972.3264420514605,854.5017437934875,-4599.7034811837475,350.1017415523529
362,1005.1791930872423,855.7234199047089,-4286.470304381085,351.27400851249695
363,972.9883495741076,856.934145450592,-4785.020501804998,352.48219895362854
364,1068.9088394398775,858.174001455307,-4628.815650657295,353.67392110824585
365,999.855243564375,859.3951120376587,-4939.718731156236,354.8907194137573
366,1032.1673485044323,860.617516040802,-4979.09461265896,356.08318066596985
367,1062.1135133504692,861.890273809433,-4993.036527125243,357.31452465057373
368,970.1868198008309,863.0702204704285,-4950.7108471391,358.53113293647766
369,1038.9028807708407,864.2776093482971,-4821.479758265322,359.6941828727722
370,995.8417323596486,865.5088677406311,-4998.257652104507,360.95143580436707
371,1043.5098598811442,866.7308983802795,-4997.01554585113,362.15843749046326
372,997.2585842953561,867.9456961154938,-4996.464851967505,363.3739733695984
373,1020.397364095664,869.1919283866882,-4997.860754348893,364.57068395614624
374,979.0213271659022,870.3576054573059,-4995.838597430307,365.7549800872803
375,993.6667195300414,871.5755777359009,-4997.727974137827,366.97816824913025
376,1056.6865799333134,872.7933259010315,-4999.780583321391,368.1738781929016
377,972.1523672459787,874.0431816577911,-4982.865875193579,369.4274916648865
378,1020.7240741835147,875.2294895648956,-4996.979029100813,370.66628789901733
379,970.9230154168358,876.44575548172,-4997.82202332948,371.8722884654999
380,1033.5488958311048,877.6707620620728,-4997.606053658389,373.1423842906952
381,963.1884659374705,878.8743994235992,-4995.996906432627,374.38702034950256
382,1007.918860276906,880.0894486904144,-4998.4009796083055,375.6362855434418
383,952.699931749322,881.2995460033417,-4997.939404673543,376.8820893764496
384,984.8800724723692,882.4821872711182,-5000.1223675780775,378.0577371120453
385,917.8402090554661,883.6624011993408,-4996.034320148207,379.2425491809845
386,1005.5674824785071,884.8494770526886,-4998.512320462433,380.4491157531738
387,994.2870396956127,886.0832123756409,-4999.12061706869,381.62268590927124
388,985.9459872261065,887.326651096344,-4996.79017330925,382.8187611103058
389,987.6432098956337,888.5507123470306,-4998.749588851428,384.0551989078522
390,996.5051141978798,889.7302689552307,-4995.802980519749,385.28291296958923
391,980.8628987503187,890.9215874671936,-4997.36347204103,386.4893891811371
392,1014.7188648008703,892.1458535194397,-4998.550286243181,387.69500041007996
393,1007.6110471374766,893.3236179351807,-4995.841221795786,388.9135763645172
394,980.4897457854419,894.53488945961,-4999.030110735912,390.1395175457001
