,dpg2,dpg2_time
0,996.100970671721,1.3028233051300049
1,999.6210702480786,2.4959182739257812
2,998.9073290659397,3.7493956089019775
3,992.4296023451992,14.741290807723999
4,948.4477018353953,28.404191493988037
5,942.6190969779631,42.187849044799805
6,1015.2542725016743,55.8468701839447
7,1015.1913005110298,68.87301254272461
8,993.8059985647444,82.51049399375916
9,1002.3362744617287,95.89128637313843
10,980.6721158943197,109.54764032363892
11,1024.709917091619,123.2247564792633
12,994.4874919251324,136.32639527320862
13,1000.2440584288327,150.1409993171692
14,962.9873215890848,163.202250957489
15,951.6348571593536,176.54373335838318
16,998.4512190088956,189.93490076065063
17,1026.6198187887874,203.35691857337952
18,1008.5486316848521,216.58237314224243
19,990.5940769249588,229.96438193321228
20,998.2889701927196,243.18519568443298
21,1019.5531656320005,256.99150466918945
22,998.6454771857522,270.7616021633148
23,1023.7938353782621,284.1613759994507
24,1014.8636536119942,297.6142587661743
25,970.4236321121649,311.1698703765869
26,1014.6123460032685,323.77173924446106
27,986.0972775482685,333.8017122745514
28,987.754055165767,343.6612071990967
29,1011.6915355835921,353.7738182544708
30,963.435818901435,363.1367654800415
31,1022.0773924878623,372.7556324005127
32,977.9059782617841,382.76988458633423
33,970.9990072330031,392.1573176383972
34,991.307930383554,401.940927028656
35,959.2331686067258,411.9438216686249
36,983.4201318628398,421.4456548690796
37,974.3631714574491,430.173015832901
38,993.7841177227018,436.5410737991333
39,963.3442008237864,443.0277237892151
40,1018.4960756631893,449.31320786476135
41,957.0525122787934,455.43714904785156
42,1021.0849131249497,458.9666347503662
43,1027.9969191788684,462.46310925483704
44,984.1058073921392,465.87612557411194
45,973.8374773658293,469.55655694007874
46,898.8387140820039,472.8456506729126
47,980.103852254646,474.8904206752777
48,942.0506393564524,476.1193845272064
49,998.9388125311796,477.3525159358978
50,1012.9397119900054,478.56688046455383
51,1008.5650825132295,479.7693884372711
52,971.4925409115181,480.9904217720032
53,1027.182985895877,482.17859745025635
54,990.5648637393206,483.43527936935425
55,1007.779731789592,484.62561869621277
56,961.4025656026458,485.83832597732544
57,996.112223869454,487.05238342285156
58,989.1402705186457,488.2499485015869
59,944.287481610027,489.4604117870331
60,963.0021705270461,490.6581380367279
61,1041.4126934553847,491.89023756980896
62,929.4039786724154,493.100284576416
63,1022.2315537851537,494.31789994239807
64,981.9165350214048,495.54413294792175
65,1008.0295729950416,496.745233297348
66,944.2667776294142,497.95085167884827
67,1010.6856359060765,499.10309505462646
68,1007.3761351070721,500.3580150604248
69,1018.4427371295919,501.55394434928894
70,969.4530891580106,502.76478385925293
71,975.4903336311164,503.95768642425537
72,987.0092816349447,505.16939401626587
73,924.8244650326076,506.37461256980896
74,949.6365640725064,507.59258484840393
75,970.7987843197827,508.78645157814026
76,1004.7206980505699,510.01737117767334
77,1002.7866023464312,511.21375584602356
78,979.4803553759931,512.4060232639313
79,994.380461821725,513.5833106040955
80,993.4929553645036,514.7897129058838
81,1023.8411172861194,516.0414664745331
82,949.4404636585434,517.2306571006775
83,1053.5281872430903,518.4304530620575
84,982.9615438281413,519.6351761817932
85,989.8376715692311,520.8368141651154
86,1086.5420843436368,522.0616664886475
87,1027.3538915456868,523.2459449768066
88,1012.2793057034658,524.4414956569672
89,951.7678616739546,525.6738660335541
90,981.3530011033885,526.9481046199799
91,1033.9545200181778,528.1453218460083
92,1011.2278444687829,529.3680331707001
93,965.2372536581189,530.5517725944519
94,1009.2567153597082,531.790739774704
95,976.2098556615792,532.977264881134
96,980.3671093263765,534.2032206058502
97,1004.4225270127542,535.4360485076904
98,984.6459883110562,536.5849933624268
99,999.8554179205476,537.752147436142
100,1013.0898414228961,538.9723970890045
101,1027.570737072535,540.1528248786926
102,994.879044957339,541.3321242332458
103,983.6214434584977,542.5738635063171
104,978.9613025010811,543.7938013076782
105,984.4651698088386,545.0209488868713
106,986.1785588156698,546.2586522102356
107,985.4004426724777,547.4625635147095
108,1004.9478648057528,548.7136681079865
109,946.3646402539595,549.9433133602142
110,993.317420686504,551.1538562774658
111,1034.2194995617206,552.3777651786804
112,1032.5019539006266,553.5639443397522
113,968.3350009149727,554.7932217121124
114,975.7928507500169,556.0026869773865
115,974.4677170781738,557.2735381126404
116,1060.9835339879396,558.5089983940125
117,960.5004104015734,559.7883882522583
118,1013.2082297157804,561.0309748649597
119,987.766527253113,562.2541892528534
120,985.8616793078284,563.4894552230835
121,988.5540325755836,564.7103793621063
122,1003.5594944616162,565.940153837204
123,1007.9119530210977,567.162104845047
124,982.5667136626789,568.335844039917
125,990.7288475670318,569.5452287197113
126,935.3061129924898,570.7700293064117
127,1023.4778747190431,571.9936609268188
128,1031.965744468187,573.1802921295166
129,966.9438190118982,574.4441652297974
130,960.1783510768178,575.6294186115265
131,1003.5970856612801,576.8342876434326
132,1036.2500082424494,578.0709471702576
133,966.6390070399624,579.2751586437225
134,1014.8451008352555,580.4300210475922
135,1013.3622698434192,581.6604731082916
136,1014.4417258576649,582.8514235019684
137,982.2671794303119,584.0455691814423
138,1010.9629855665128,585.1978154182434
139,955.5037849681128,586.4210062026978
140,1008.0320965195796,587.608115196228
141,953.8731871560651,588.8176760673523
142,971.4107037673353,590.0375354290009
143,998.9471496876276,591.2159852981567
144,984.5937447923563,592.473571062088
145,1042.6232737002972,593.6950395107269
146,1014.5907785552931,594.9099159240723
147,960.1816964835707,596.098135471344
148,981.6202892993173,597.3284702301025
149,1057.606351949115,598.5472438335419
150,1008.347513886104,599.7534129619598
151,987.0281803552479,601.0100629329681
152,998.1397207832308,602.2380909919739
153,998.6164171231173,603.4098336696625
154,1008.400950324607,604.6512632369995
155,1042.407366192247,605.8733625411987
156,1003.0372609320948,607.1136209964752
157,982.0351713919086,608.3216729164124
158,969.6354271176964,609.5153629779816
159,1023.8956906713978,610.7466785907745
160,963.4618387991335,611.9442069530487
161,1015.9801791579947,613.1538875102997
162,1003.6097926249744,614.286110162735
163,1016.1639852385244,615.4993550777435
164,1071.2759843787444,616.7264513969421
165,1034.5087620093498,617.9670720100403
166,948.749733363506,619.1536934375763
167,1009.1095400582977,620.3577661514282
168,981.9569082339241,621.5686914920807
169,958.3113711452181,622.759752035141
170,999.749404291437,623.9915709495544
171,971.2796798278212,625.2235569953918
172,1002.8858914948977,626.4114875793457
173,987.3290740994621,627.6450963020325
174,1029.6985818215064,628.8497257232666
175,928.8882030207665,630.0811879634857
176,971.8889150431897,631.2847239971161
177,1010.9066272236947,632.4858787059784
178,987.472140559808,633.7174441814423
179,958.8962643875475,634.8937954902649
180,998.8143243525041,636.0934023857117
181,1001.1101445411279,637.3075089454651
182,1012.8918204483596,638.5019183158875
183,990.7254298844399,639.7307064533234
184,994.8350397030982,640.945981502533
185,973.1354149275586,642.2177274227142
186,1033.2904476398348,643.4261190891266
187,1001.2317807841667,644.6422049999237
188,1057.9651432155442,645.8468954563141
189,1031.7468334092175,647.0876903533936
190,1003.6054584154776,648.3061473369598
191,938.3179510177699,649.5514335632324
192,964.9535416176651,650.758791923523
193,1030.6246494006218,651.9263832569122
194,969.4207269605125,653.1335306167603
195,974.1440672427949,654.3528699874878
196,1008.4881296422575,655.5313766002655
197,966.862046495646,656.7054433822632
198,940.0791087351777,657.9189257621765
