,dpg2,dpg2_time
0,992.2132988881751,0.7993166446685791
1,997.4391846238705,1.6247289180755615
2,998.1247869878268,2.4686496257781982
3,993.8711827381798,3.774442672729492
4,973.8559219456718,5.0170371532440186
5,910.3614391051794,6.329059600830078
6,855.0990523967025,8.14451289176941
7,837.2089901540356,9.943009376525879
8,850.9359014273078,11.075275421142578
9,839.398198745028,12.532806396484375
10,842.1115931714379,14.327660083770752
11,847.2277481443467,15.813448429107666
12,839.5701141607769,16.92729687690735
13,844.197990507033,18.169092893600464
14,839.0978958811357,19.464938402175903
15,843.9091966303466,20.575549602508545
16,841.4739967604849,21.652474641799927
17,837.0546067168901,22.879117727279663
18,842.58435720474,24.13343596458435
19,841.0489308061592,25.435625076293945
20,849.0095577173968,26.75203776359558
21,859.4602057052025,27.774922847747803
22,836.0513432451446,29.176347732543945
23,838.88135658229,30.320475578308105
24,842.1468959527315,31.608871936798096
25,844.7005701399036,32.94535517692566
26,842.6405811555104,34.42097234725952
27,835.6206835321661,35.90130305290222
28,838.6114087070026,37.48562979698181
29,844.9345431879551,38.84946346282959
30,842.62936557941,48.65688920021057
31,842.2124095275506,50.17014837265015
32,837.6549726059744,51.538259983062744
33,848.6385523704173,52.82421517372131
34,837.1520203108594,54.366557121276855
35,837.6198202633038,55.753544092178345
36,845.139812576517,57.61490988731384
37,840.1668757088186,59.322664976119995
38,838.8043346904255,60.650253772735596
39,843.9634643161556,62.11954951286316
40,839.2831822154678,64.30938744544983
41,834.6793706133886,65.55324840545654
42,838.7063204863799,67.49964952468872
43,848.1754717863959,68.86616325378418
44,841.343532070649,70.01815581321716
45,843.772542804974,71.48150610923767
46,840.5749959568052,73.16852593421936
47,844.1480529536537,74.45657896995544
48,836.7084294653583,75.72597527503967
49,839.3699203101819,76.9893114566803
50,841.1979109304855,78.30113554000854
51,840.5938569728386,79.79441237449646
52,833.2529549510574,81.38415861129761
53,838.8095894307818,83.3059504032135
54,856.1369175232353,85.89992475509644
55,839.8120626352459,87.67526888847351
56,842.7325241201388,89.20597529411316
57,839.2097409465422,91.19751834869385
58,849.8741808966233,92.43926930427551
59,850.7719198977757,94.25164723396301
60,990.18880998426,95.98829913139343
61,1010.769122398717,97.58486342430115
62,1132.7286859250562,99.06942391395569
63,1157.9009244504,100.49925088882446
64,1161.6389531086393,103.01495146751404
65,1154.8798646720852,104.78642559051514
66,1157.905816854524,106.7955732345581
67,1154.6784933453173,108.51786208152771
68,1158.3826747868072,110.56294274330139
69,1160.0715717572045,112.38144445419312
70,1164.356729504916,114.10599303245544
71,1144.8626500813523,116.19118165969849
72,1162.6932993640853,117.89818811416626
73,1164.3014032358803,119.76878881454468
74,1162.4998720542023,121.39766478538513
75,1155.2309556304938,123.23868584632874
76,1163.4080052918566,124.73341655731201
77,1159.379850482846,126.47037315368652
78,1163.285348709359,128.04093647003174
79,1162.138433085649,129.82738852500916
80,1159.323751387126,132.26358079910278
81,1162.0051585570986,134.49492740631104
82,1155.616974345902,136.60304141044617
83,1157.1218100613798,139.00726771354675
84,1160.4664123118714,140.8866481781006
85,1160.573221094396,142.88362789154053
86,1161.0963396951236,144.52085399627686
87,1163.2841469079524,146.25587487220764
88,1161.337931645029,147.62626695632935
89,1160.5800034391707,149.01915168762207
90,1159.7016920706574,150.4385631084442
91,1155.9776704071232,152.19568705558777
92,1151.9597862666812,153.83127164840698
93,1151.4652667443052,155.27336931228638
94,1153.8765184572903,157.02313876152039
95,1158.662496650124,158.24088788032532
96,1138.529213521829,159.42128586769104
97,1153.9513467909896,161.10721635818481
98,1158.401622618871,162.38228034973145
99,1166.3976744238494,164.0659282207489
100,1163.487276003024,165.4942078590393
101,1161.2927202095623,166.67679238319397
102,1158.395893705987,167.99520254135132
103,1161.0454308874048,169.13932371139526
104,1159.7388791318056,170.3142590522766
105,1165.2840905098024,172.21825242042542
106,1143.8242671883895,173.54895091056824
107,1161.297451603882,174.76154351234436
108,1144.7836763726377,176.48256015777588
109,1157.3469770817983,177.80457830429077
110,1162.2496886897347,179.595134973526
111,1162.7057469473323,180.92904925346375
112,1155.1242428287928,182.48116183280945
113,1162.2680984874353,183.74386930465698
114,1161.224449191102,185.4187023639679
115,1162.048883440923,187.2969822883606
116,1163.3535746229763,188.94976162910461
117,1163.3375718232646,190.81079411506653
118,1155.2939360619885,192.6391417980194
119,1159.4144097542298,194.3849105834961
120,1157.9689837539656,195.89891362190247
121,1156.5922770958268,198.3297951221466
122,1163.1750864497892,199.97887015342712
123,1161.6635129816902,201.44027495384216
124,1135.9194967482003,202.84893369674683
125,1159.0785147571196,203.9967839717865
126,1157.2750210602298,205.5825035572052
127,1149.2917523010926,207.04698634147644
128,1164.227469708507,208.6169204711914
129,1159.73026545067,210.7747724056244
130,1157.9981635614806,211.9865803718567
131,1160.616307606155,213.37553119659424
132,1162.1317132505408,214.9907145500183
133,1157.2456055463956,216.3819785118103
134,1157.2434324926678,217.60063076019287
135,1161.2202260797583,219.0988426208496
136,1160.024915384887,220.89865922927856
137,1163.1844967733089,222.2182114124298
138,1162.8957819267832,223.97943019866943
139,1155.442360036239,225.51032733917236
140,1165.9384987766446,227.07560396194458
141,1162.159306043242,229.2099838256836
142,1158.2764812467535,230.7375133037567
143,1152.5497603199806,232.09039855003357
144,1151.111335441456,233.59911489486694
145,1162.830830913526,235.0412576198578
146,1140.5622459468646,236.65757036209106
147,1161.8570084280768,238.4703369140625
148,1158.7728204077587,240.45784711837769
149,1147.0377056724358,242.40699005126953
150,1158.167604757148,243.86567735671997
151,1153.2466902353706,245.32321000099182
152,1166.421912400656,246.7229781150818
153,1156.3702018412175,248.54671669006348
154,1166.2145283855273,250.34514164924622
155,1154.4755189492544,252.31550216674805
156,1164.2574595684405,254.1505126953125
157,1160.4166152443179,256.11337184906006
158,1156.0068658869645,258.19035601615906
159,1157.6407951739095,260.00266289711
160,1161.0526580801145,261.93100905418396
161,1163.4966663113014,264.1348750591278
162,1160.9306647495928,266.4715917110443
163,1146.0091551357186,268.52656054496765
164,1159.3737358429378,270.4911892414093
165,1150.7946446124754,272.1181597709656
166,1155.8737866232648,273.80715560913086
167,1159.4841969702468,276.0837128162384
168,1165.0098302567048,278.04632782936096
169,1149.7081429723655,279.9645094871521
170,1155.637141624866,282.0778033733368
171,1162.116137386593,284.3487141132355
172,1154.4586838785713,286.32670617103577
173,1148.7871422863202,288.159770488739
174,1156.083771268202,290.13002610206604
175,1161.1982383157658,291.7138681411743
176,1142.8302720743886,293.54154801368713
177,1155.8246184176105,295.7102918624878
178,1160.176884061714,297.5449764728546
179,1164.5694539662193,299.6748034954071
180,1159.683743925125,301.700980424881
181,1163.946174904828,303.7153604030609
182,1159.39638740336,305.59035325050354
183,1165.4646010007657,307.7925055027008
184,1157.2847456829759,310.2915644645691
185,1157.5745873149626,312.09404253959656
186,1156.88731573453,314.41802406311035
187,1157.9278962103442,316.3888635635376
188,1159.6614855689859,318.53558254241943
189,1156.2103813407762,321.3375823497772
190,1163.3223453763824,323.0376715660095
191,1157.8600354310902,324.8551940917969
192,1162.8812534712592,326.6498191356659
193,1146.4324725279193,328.8243374824524
194,1161.2155784078084,330.57467770576477
195,1160.9438946544997,332.26290249824524
196,1161.935196559387,333.8069579601288
197,1162.0231110072652,335.51882910728455
198,1162.4679586239904,337.47395873069763
199,1160.0125917228174,339.33322167396545
200,1155.8799290028323,341.23146319389343
201,1151.8118499342818,343.39660716056824
202,1161.1015292704326,345.5479927062988
203,1162.2551677106474,347.33092284202576
204,1144.9399948151422,349.2243740558624
205,1160.5280767737402,350.87849736213684
206,1159.2597619379849,353.3422520160675
207,1158.18894995367,355.248655796051
208,1157.161653814247,357.0810708999634
209,1147.682881350093,359.3360526561737
210,1163.0948093487086,361.1912384033203
211,1155.3959234134618,363.4670412540436
212,1166.2902786395957,365.7732090950012
213,1146.3987798924363,367.70732069015503
214,1156.6046215126435,370.1572198867798
215,1160.1514139565525,372.8776981830597
216,1155.3568225638005,375.0069627761841
217,1161.0081612226506,376.90636682510376
218,1153.8569338199375,378.760377407074
219,1154.2593040035852,381.4653367996216
220,1158.5460081394567,383.5765836238861
221,1156.1857491784804,385.72588562965393
222,1158.3917192951842,387.5816218852997
223,1154.144031993099,389.58684635162354
224,1157.244752012542,391.7179636955261
