,dqn1,dqn1_time
0,-273.3934175157737,0.06591415405273438
1,-397.0510472409965,0.2163379192352295
2,-251.55628663902468,0.36748433113098145
3,-340.68606206160723,0.5166218280792236
4,-291.00765691066556,0.6656830310821533
5,-369.26252815428,0.8135223388671875
6,-236.50314441356747,0.9651787281036377
7,-373.9395707505502,1.1143124103546143
8,-319.9893412467635,1.2634828090667725
9,-342.56297397548326,1.413731336593628
10,-369.6676261213516,1.5606434345245361
11,-369.3833355874353,1.7107212543487549
12,-368.774328641377,1.8607051372528076
13,-394.95479056584884,2.0095133781433105
14,-333.89400608769284,2.162816286087036
15,-359.95775784608105,2.319667339324951
16,-365.12100057743214,2.475398540496826
17,-299.2029388772636,2.6338093280792236
18,-370.44762667776234,2.798110008239746
19,-329.7242102845229,2.955782413482666
20,-277.80133139802695,3.114227533340454
21,-319.4253386940846,3.273346185684204
22,-275.49307082908956,3.4312596321105957
23,-363.857589833193,3.5909457206726074
24,-320.40780697396127,3.7501823902130127
25,-231.4692774255841,3.9086906909942627
26,-319.24932644238095,4.069779634475708
27,-361.24667397910247,4.228409767150879
28,-236.496852584295,4.389266014099121
29,-236.52980306085533,4.551024675369263
30,-350.9282537176183,4.710530996322632
31,-278.5075881471226,4.8734071254730225
32,-383.1524258641101,5.033175468444824
33,-266.08439196718587,5.194334506988525
34,-332.22333929720236,5.3537373542785645
35,-235.52885167591822,5.512471914291382
36,-270.92841916104936,5.674705505371094
37,-400.7558532232737,5.83657431602478
38,-339.64672608817136,5.997464656829834
39,-342.7985557823899,6.160656213760376
40,-423.23774527130524,6.322248220443726
41,-231.10555815711368,6.483558893203735
42,-288.3607303602432,6.645788669586182
43,-349.20236455970434,6.807712554931641
44,-324.0856512146637,6.966613292694092
45,-262.21771334002733,7.129342555999756
46,-351.53798082897964,7.290926694869995
47,-237.63612711966056,7.451445579528809
48,-356.6678173803782,7.613145589828491
49,-264.4551935177895,7.779181957244873
50,-373.4073861836351,7.940315008163452
51,-235.47021628544277,8.103811979293823
52,-201.00279971403762,8.266755819320679
53,-373.2555375301497,8.42814326286316
54,-230.82506579892802,8.592038631439209
55,-250.24028259635958,8.7554190158844
56,-334.4102688529352,8.916100263595581
57,-415.5555986951968,9.080735445022583
58,-302.8253650362628,9.24564003944397
59,-241.1125164155623,9.40937328338623
60,-372.7534781746421,9.571397542953491
61,-344.7971603360571,9.730055332183838
62,-331.9260435690978,9.897011041641235
63,-348.87313062407776,10.05966329574585
64,-244.30371861284496,10.22783637046814
65,-411.7555936592181,10.395241975784302
66,-362.8171443730997,10.558080196380615
67,-423.59265746921585,10.720232486724854
68,-310.2437258728287,10.887650966644287
69,-285.74485533652273,11.052156925201416
70,-155.45111014355516,11.218660116195679
71,-403.6772503123351,11.38466215133667
72,-228.32685375228814,11.553264856338501
73,-413.37830329072693,11.724467992782593
74,-236.2288530159007,11.887789726257324
75,-414.2570812182651,12.052496433258057
76,-253.02975420582135,12.215905666351318
77,-402.7802552508059,12.379741668701172
78,-391.6182429949496,12.548462390899658
79,-383.4866972681873,12.717657566070557
80,-299.6034859576966,12.885746955871582
81,-362.7092540994833,13.048067092895508
82,-315.301598373638,13.217033624649048
83,-355.6879863586294,13.388331174850464
84,-296.05382574423857,13.554785966873169
85,-287.2147979350965,13.724190950393677
86,-405.0265557144418,13.894788980484009
87,-293.9537318129991,14.06056547164917
88,-394.1527646933082,14.231513977050781
89,-341.312866846243,14.401644945144653
90,-364.18072984959656,14.56899118423462
91,-344.12464712182833,14.740087032318115
92,-370.9767774971995,14.912307739257812
93,-352.93880979702516,15.078529834747314
94,-373.33082229148994,15.251005172729492
95,-353.7774625432111,15.421868801116943
96,-244.19921560007563,15.590776681900024
97,-245.10880026362196,15.761191844940186
98,-347.11738480093754,15.933998823165894
99,-400.0301530702317,16.107139825820923
100,-377.46929216321854,16.277668476104736
101,-364.53602143172463,16.448572874069214
102,-323.72340333977365,16.619279146194458
103,-277.2258791571964,16.796787977218628
