,ddpg,ddpg_time
119,-235.40583861268144,151.07252717018127
120,-259.5737965994089,152.33852314949036
121,-420.05204089073754,153.58286547660828
122,-284.0534539912873,154.86446738243103
123,-385.6876156002066,156.1803584098816
124,-272.651542483033,157.43385887145996
125,-237.12911259258996,158.68620657920837
126,-337.6315849439381,159.96760487556458
127,-246.75441730094786,161.24132704734802
128,-241.11392598256964,162.49897837638855
129,-291.7470257129045,163.77354407310486
130,-269.3383178463396,165.09532237052917
131,-236.9691544911683,166.41018104553223
132,-299.10622474059164,167.66938376426697
133,-318.4114174602698,168.93820762634277
134,-341.01166424559466,170.192857503891
135,-259.5589455417794,171.4643154144287
136,-316.91365366394183,172.73667240142822
137,-249.96175184688076,173.99986791610718
138,-346.2992967926039,175.29599475860596
139,-237.06022609260233,176.5998330116272
140,-274.1788445433327,177.85739922523499
141,-288.0825740550092,179.12488913536072
142,-331.21062517329455,180.39886808395386
143,-254.40681492855256,181.66968083381653
144,-439.9324563097165,182.9502363204956
145,-297.2139012178644,184.231032371521
146,-339.64429924832785,185.5060498714447
147,-384.3381449459734,186.81254506111145
148,-393.60761806727953,188.08485984802246
149,-231.28771619945348,189.35262489318848
150,-347.488833365924,190.61292791366577
151,-186.39287615171781,191.89104461669922
152,-304.20985232942866,193.17825770378113
153,-233.41722309614872,194.45946645736694
154,-422.46538901723864,195.76026606559753
155,-431.5032800749582,197.07783389091492
156,-398.5349120899179,198.32418704032898
157,-352.81875552479914,199.57273650169373
158,-283.6366294777135,200.8360879421234
159,-362.8969830800711,202.10465574264526
160,-424.3527898320507,203.3641107082367
161,-264.1107601606485,204.62975072860718
162,-383.15296244038524,205.92436289787292
163,-440.76726478448217,207.29525113105774
164,-273.31372408383635,208.56251692771912
165,-382.6965455770688,209.82637882232666
166,-427.43715601042453,211.0635175704956
167,-373.00536024567623,212.32779717445374
168,-351.83399071592504,213.58334350585938
169,-325.8420394791454,214.85016655921936
170,-253.39740014614478,216.1544406414032
171,-167.51179267485696,217.4828634262085
172,-254.58023795888522,218.76462125778198
173,-274.25870510343003,220.0490367412567
174,-237.6692132077529,221.33191466331482
175,-269.94416235853043,222.60799193382263
176,-252.4905595966625,223.8641631603241
177,-418.60120726896946,225.15124440193176
178,-354.77321632475514,226.45157504081726
179,-278.2472200147949,227.79965496063232
180,-305.1729449257946,229.08422565460205
181,-276.13341381960737,230.36774945259094
182,-236.62891837959918,231.64416074752808
183,-342.2743683922517,232.9210810661316
184,-337.5899973614257,234.19775128364563
185,-321.0683268829021,235.4775631427765
186,-245.44229979191476,236.776686668396
187,-270.8291111835192,238.07583904266357
188,-260.29622232224034,239.3499791622162
189,-342.59013766217856,240.61909317970276
190,-294.7065177555382,241.885591506958
191,-249.37559896018377,243.14279103279114
192,-285.0693186466614,244.42942929267883
193,-290.6782855373359,245.7229380607605
194,-260.23439543012387,247.04951310157776
195,-301.52651324100566,248.32264590263367
196,-126.49879499250068,249.61391925811768
197,-161.9064323979639,250.88006472587585
198,-324.345012904607,252.15486669540405
199,-340.451551427085,253.42380166053772
200,-245.81632132266816,254.68664598464966
201,-341.30701308221154,255.97494840621948
202,-349.10352547564145,257.32420468330383
203,-242.81763719099825,258.6045460700989
204,-244.2990358116058,259.8762700557709
205,-120.61524346378424,261.14876198768616
206,-208.73164314802324,262.3993875980377
207,-124.30040408443992,263.6699161529541
208,-150.27762657611217,264.92620849609375
209,-336.58140690616125,266.22448468208313
210,-125.5846537139459,267.5436158180237
211,-243.61137838753308,268.81667852401733
212,-240.8073938503039,270.1089696884155
213,-418.6631722635662,271.3809320926666
214,-334.6104777574114,272.69562220573425
215,-320.2574969991432,273.9993097782135
216,-359.3903727862329,275.28807640075684
217,-244.20139643820357,276.59769654273987
218,-246.1983319115765,277.94004559516907
219,-355.0881670681003,279.2740886211395
220,-269.6773605940639,280.5836396217346
221,-123.47979562096737,281.88181161880493
222,-247.08802545647873,283.16144847869873
223,-245.6687390808747,284.44949316978455
224,-249.11267024873288,285.74466919898987
225,-0.743140974509567,287.0583050251007
226,-235.27404708954037,288.38835048675537
227,-348.3087825975422,289.6613254547119
228,-238.3965885667895,290.9553532600403
229,-242.91474114437966,292.24841594696045
230,-245.80414622902924,293.5170843601227
231,-242.9440447053317,294.7848665714264
232,-0.5602018715371854,296.0606198310852
233,-127.03437562936091,297.3747491836548
234,-125.71590395436286,298.70855259895325
235,-322.54275076297955,299.98090720176697
236,-0.2882887056116867,301.2572891712189
237,-252.09731154988015,302.55344820022583
238,-125.62474204460531,303.85141134262085
239,-0.5978750999015844,305.1352815628052
240,-123.13890381025746,306.43055486679077
241,-127.03086732055036,307.75056743621826
242,-127.58873715950067,309.1179893016815
243,-124.93540463097541,310.42850399017334
244,-126.38642793884877,311.69725918769836
245,-362.4368167511351,313.0381803512573
246,-240.20650416962908,314.36444640159607
247,-122.2910377774222,315.6693572998047
248,-123.37644464736489,316.9628610610962
249,-347.50614880683924,318.3065650463104
250,-334.69721472961953,319.6011002063751
251,-364.39265018892786,320.877943277359
252,-125.06069463273288,322.1733775138855
253,-344.2119615923192,323.47569251060486
254,-221.69256031557387,324.77094173431396
255,-119.33326389358693,326.0746326446533
256,-125.86810702013075,327.3553671836853
257,-318.18656594967644,328.6697335243225
258,-121.1116427182018,329.9540174007416
259,-333.07984012022723,331.2337853908539
260,-379.19267136602576,332.51022267341614
261,-360.82876030036886,333.78708124160767
262,-118.488872989989,335.05856466293335
263,-342.20925023003923,336.34794569015503
264,-125.9952778076677,337.65454268455505
265,-124.6418232476594,338.9648096561432
266,-380.90155083076,340.22941493988037
267,-124.99697920623387,341.5160758495331
268,-278.91320836588613,342.79203033447266
269,-126.23739203310153,344.0632870197296
270,-126.5807081137444,345.35563039779663
271,-124.58503559774998,346.65599751472473
272,-237.3673527141796,347.94667625427246
273,-335.8176435268362,349.2896659374237
274,-124.21131832771336,350.588862657547
275,-239.13598439178816,351.89222478866577
276,-234.99831796718382,353.17924213409424
277,-125.50002124147727,354.45762372016907
278,-239.26066829514573,355.7293481826782
279,-345.59831446736627,357.02509593963623
280,-234.0426179296951,358.3312795162201
281,-118.97111859632929,359.6833715438843
282,-329.01875042841135,360.9989047050476
283,-242.3743893123259,362.2986915111542
284,-126.56079407969511,363.61938881874084
285,-121.13985736325151,364.95243096351624
286,-304.4078690252825,366.2749047279358
287,-362.5608921637318,367.5939779281616
288,-343.25487835529816,368.9665174484253
289,-121.79556841877495,370.3222212791443
290,-120.18799039903286,371.66972041130066
291,-119.55732501348551,373.03579783439636
292,-344.88159050985433,374.35026359558105
293,-235.12514311305063,375.68307614326477
294,-364.0192947560925,376.9730405807495
295,-342.80630485682485,378.27412152290344
296,-239.47803871925134,379.64103055000305
297,-124.13503410482414,380.90681529045105
298,-125.1931620524109,382.19450998306274
299,-119.98235437315414,383.5572428703308
300,-238.31212382992857,384.88182854652405
301,-366.333231614273,386.194589138031
302,-125.67223553149242,387.51936626434326
303,-126.1438886517804,388.8370463848114
304,-336.10590888008016,390.27267241477966
305,-235.6611423813407,391.61033034324646
306,-381.0874210492876,392.9129812717438
307,-377.01122501978455,394.22994208335876
308,-126.20468108773302,395.564884185791
309,-0.7473552576643935,396.930459022522
310,-432.08657675596004,398.2652339935303
311,-121.49608806400975,399.64560413360596
312,-121.3022227609006,400.941055059433
313,-120.76026168067497,402.25294518470764
314,-123.79073599246647,403.55811738967896
315,-1.0806530492731188,404.87189745903015
316,-124.42470337032353,406.1707036495209
317,-332.5544418214948,407.48008728027344
318,-125.97752461692428,408.7737784385681
319,-123.48266011393171,410.1017196178436
320,-332.0605007649958,411.4006052017212
321,-286.77195572071344,412.69675397872925
322,-121.82078371994047,414.00755167007446
323,-238.26465643815942,415.32046699523926
324,-340.5400922485712,416.61545181274414
325,-232.39975652884996,417.8932468891144
326,-0.30749680036777327,419.2008972167969
327,-237.26102247438328,420.53210067749023
328,-333.62121412591387,421.83879375457764
329,-0.44851897589954703,423.13721323013306
330,-126.11833709497557,424.43923783302307
331,-125.61609880603568,425.71983885765076
332,-242.05841135330576,427.02130126953125
333,-318.34046253738165,428.3499205112457
334,-0.2485745599841351,429.68414998054504
335,-241.06987294643514,430.9888207912445
336,-236.44266463743318,432.29214096069336
337,-125.28717378977716,433.57150197029114
338,-246.26132511372933,434.8557085990906
339,-122.11037800759102,436.17564487457275
340,-381.2275845389245,437.47393822669983
341,-119.72066319920035,438.80836749076843
342,-236.2362850699219,440.170517206192
343,-232.72529589431898,441.4886305332184
344,-126.99297550798525,442.77679777145386
345,-363.56201983568627,444.0852954387665
346,-237.55645573376518,445.3792037963867
347,-125.83260944468805,446.687451839447
348,-354.7874499696131,447.99014115333557
349,-125.79455013834998,449.32204484939575
350,-0.24200723642842067,450.6198456287384
351,-233.27854178655136,451.90903759002686
352,-241.22083798270987,453.20622062683105
353,-349.96632115310695,454.5092177391052
354,-125.62688901924582,455.8205683231354
355,-345.9354547770781,457.1109302043915
356,-125.84046655635939,458.43654131889343
357,-235.91365415948144,459.8166582584381
358,-124.00447984726189,461.1166045665741
359,-127.40852590572347,462.39520502090454
360,-346.3671465951361,463.6967833042145
361,-236.33521620171507,464.9928767681122
362,-125.50063084516434,466.2965564727783
363,-121.02376228095747,467.5775399208069
364,-119.8967042302299,468.85856437683105
365,-238.26609982291637,470.16142439842224
366,-124.05245341335514,471.5906300544739
367,-0.12737845568871847,472.89021944999695
368,-296.62893080365643,474.31505966186523
369,-337.4040992563611,475.6969323158264
370,-332.8501462985391,477.06432843208313
371,-358.59257382375205,478.38355898857117
372,-351.6379687090522,479.5949125289917
373,-125.73165220146201,480.7552604675293
374,-358.850619254655,482.69067645072937
375,-243.91844876429803,484.325315952301
376,-124.12642207243287,485.6427502632141
377,-0.4636003268792761,486.9628539085388
378,-123.2001435821147,488.26636266708374
379,-119.3330816983158,489.60919737815857
380,-119.062053394332,491.0550527572632
381,-314.8352060438765,492.43940258026123
382,-123.56503793231934,493.8019256591797
383,-242.31247339366402,495.1904761791229
384,-0.7055962707152201,496.68852043151855
385,-353.69613541236265,499.36851716041565
386,-124.31091230444588,501.26174330711365
387,-124.49561633152764,502.66625785827637
388,-292.5799549501709,503.96028423309326
389,-332.61379247442926,505.27763652801514
390,-371.867983233825,506.5329780578613
391,-121.28303851910896,507.810099363327
392,-119.08700077922836,509.08652806282043
393,-124.83456769876798,510.3569655418396
394,-239.8332106772361,511.72636890411377
395,-125.85841532144646,512.9964134693146
396,-231.23108229630552,514.3126020431519
397,-343.384155997327,515.5153496265411
398,-119.79236444665696,516.722546339035
399,-235.45927532862368,517.9819986820221
400,-210.81077741003202,519.1930832862854
401,-119.23820686303337,520.4625897407532
402,-125.04271679863693,521.6934940814972
403,-348.43093828653633,522.9162459373474
404,-265.1151950089342,524.1381821632385
405,-124.0183575824071,525.3514800071716
406,-372.58799796688027,526.5621120929718
407,-125.56724084938816,527.7680258750916
408,-198.5152646131317,528.9490365982056
409,-334.0383685178795,530.1071491241455
410,-121.33637953913616,531.2586426734924
411,-235.4655340468174,532.4230210781097
412,-238.52077722475298,533.5748047828674
413,-338.8039543677049,534.7447054386139
414,-122.92315595091156,535.9008383750916
415,-124.35595691089236,537.0662915706635
416,-125.56981258964072,538.235951423645
417,-126.36392734631721,539.3888740539551
418,-311.6933560782521,540.5486793518066
419,-309.9701238328419,541.7065184116364
420,-345.90068887982267,542.9188477993011
421,-121.40818822590393,544.0643174648285
422,-120.86722953704641,545.2225172519684
423,-118.4131873717479,546.3767306804657
424,-235.4608188294096,547.5330290794373
425,-1.093034138890651,548.6871244907379
426,-374.8218601535633,549.847776889801
427,-124.31872162096948,551.0154535770416
428,-351.0404037990012,552.1702733039856
429,-367.91031118110385,553.3422636985779
430,-347.5119751817438,554.5103754997253
431,-120.75865629399702,555.6824104785919
432,-349.95882437333086,556.85768866539
433,-326.5001623131266,558.0381188392639
434,-121.11272262439272,559.2110531330109
435,-349.94121461800097,560.3793926239014
436,-124.30536897647427,561.5539002418518
437,-242.65332736082993,562.7253289222717
438,-119.18650077388341,563.9114792346954
439,-122.69074918985379,565.117110490799
440,-236.78317089660646,566.2813272476196
441,-272.8512764018414,567.4448056221008
442,-241.25772664989745,568.6129364967346
443,-234.31646327492038,569.7820067405701
444,-361.6449240871297,570.9564080238342
445,-127.06050380500464,572.137932062149
446,-124.05083981839151,573.3052358627319
447,-321.19525796385494,574.4816365242004
448,-0.8188048354632192,575.7014997005463
449,-298.99638075700886,576.8848128318787
450,-374.4064479547669,578.0571930408478
451,-240.1004941747634,579.2355580329895
452,-125.03383649791503,580.4140167236328
453,-125.58679293674643,581.5946073532104
454,-240.5505459982122,582.7585210800171
455,-358.440121281727,583.9276444911957
456,-118.8247140753715,585.0977809429169
457,-349.4012348021712,586.2725176811218
458,-127.009248537045,587.4644277095795
459,-125.63792661069525,588.6341693401337
460,-122.42071516184294,589.8061695098877
461,-118.0343448809468,590.9801020622253
462,-357.7968589190523,592.1545729637146
463,-241.34559108918214,593.3181478977203
464,-125.6818817517937,594.4768013954163
465,-335.3275716307756,595.6288025379181
466,-369.05734231318667,596.7785651683807
467,-343.55384601633324,597.9859008789062
468,-126.00384520748857,599.1496591567993
469,-358.3981905385299,600.3071684837341
470,-119.46034323636566,601.4697303771973
471,-338.07308166788334,602.6385219097137
472,-125.92119581823353,603.794287443161
473,-354.78463049957094,604.9572064876556
474,-346.69985277244956,606.1641404628754
475,-318.42159879766837,607.3260157108307
476,-259.5947845026252,608.5212028026581
477,-231.7820862259629,609.6886126995087
478,-238.36298421796195,610.8479130268097
479,-349.22850698173494,612.0022404193878
480,-239.5384083550494,613.1545615196228
481,-0.7560419955108238,614.3081793785095
482,-117.75016527129846,615.4756944179535
483,-126.8012357640451,616.6328058242798
484,-125.05715775841797,617.7966754436493
485,-124.35823002198057,618.9657297134399
486,-123.06046479940338,620.1636002063751
487,-119.17739634585831,621.321560382843
488,-240.47091287172506,622.4712815284729
489,-123.74960852474872,623.6343297958374
490,-118.74981988248642,624.7982382774353
491,-364.7647292070752,625.964554309845
492,-121.95693012140303,627.1278121471405
493,-344.4909691525629,628.2955956459045
494,-125.08744923218596,629.4710125923157
495,-126.27744989472542,630.6891186237335
496,-124.75249017509047,631.8607189655304
497,-231.16847490626444,633.0253736972809
498,-348.53442576994036,634.204258441925
499,-118.62366463734557,635.3849058151245
500,-125.48610398014854,636.5644013881683
501,-322.17762617313474,637.746502161026
502,-121.26623080834722,638.9303686618805
503,-1.1347442258450264,640.1035089492798
504,-378.45277481415457,641.3247044086456
505,-0.702288359849397,642.5209233760834
506,-6.089747302257184,643.6894476413727
507,-123.585493047059,644.869208574295
508,-243.49191346563154,646.0379223823547
509,-125.10662600509951,647.2072370052338
510,-339.73819755445794,648.4052205085754
511,-343.31147842277835,649.5783104896545
512,-1.5275673537546939,650.7643392086029
513,-345.1720367708461,652.0450522899628
514,-367.87709945638744,653.3315815925598
515,-243.36181687920694,654.588449716568
516,-241.028013651853,655.8855357170105
517,-126.01733207276473,657.3202307224274
518,-248.2466143435754,658.6823942661285
519,-123.36994892107234,660.1652908325195
520,-124.36810905953958,661.6101155281067
521,-125.41604288054295,662.9921374320984
522,-353.8378379469486,664.2934865951538
523,-332.63713099389133,665.752551317215
524,-344.6744555765473,667.1730449199677
525,-1.5756277914262498,668.4517693519592
526,-355.1661771182451,669.7616970539093
527,-236.61126593063457,671.0211193561554
528,-125.71951621413534,672.3469519615173
529,-121.80749694765531,673.6540036201477
530,-316.3289467848763,674.9766688346863
531,-367.33830708670166,676.4909839630127
532,-242.45735964813474,677.9097285270691
533,-125.23450828534503,679.3978760242462
534,-234.34779478627573,680.863255739212
535,-127.37345367104339,682.3062219619751
536,-120.67649521057183,683.8406159877777
537,-121.7204460950651,685.5485990047455
538,-335.22831351007375,687.3909225463867
539,-264.9310701760978,689.043580532074
540,-120.8346657913878,691.1766726970673
541,-404.2617822821377,693.2163805961609
542,-124.82953697570474,694.9884617328644
543,-241.54397124210905,696.5626540184021
544,-0.3341343293624569,698.3488705158234
545,-125.84875294237618,700.2140171527863
546,-329.5416771433755,702.2513701915741
547,-0.5452950660449222,704.5686445236206
548,-121.40031945800374,706.2648577690125
549,-119.1830907621158,707.6745660305023
550,-126.42641583878255,708.9869372844696
551,-237.8779105675351,710.3448212146759
552,-360.8881857968479,712.0106070041656
553,-345.4439936114707,713.254312992096
554,-241.389640434731,714.5461728572845
555,-243.69616396484977,715.9223163127899
556,-124.89844816103205,717.3073377609253
557,-241.59013859277007,718.7540445327759
558,-125.77794582418151,720.1450822353363
559,-122.25832616922371,721.5025181770325
560,-122.73333223490505,722.8125591278076
561,-351.2611871950304,724.139675617218
562,-371.1240689210806,725.5709187984467
563,-242.20707100598375,726.9695479869843
564,-354.0956806101589,728.3112916946411
565,-120.2972796193349,729.67018866539
566,-344.75394788902724,731.0934569835663
567,-315.9021590779382,732.4408910274506
568,-124.8162099295697,733.7851314544678
569,-125.65814024104137,735.1824293136597
570,-124.85334919424689,736.4648599624634
571,-351.2527546033518,737.7304027080536
572,-371.96564116516464,738.9735090732574
573,-276.33854062476286,740.390496969223
574,-124.92485225984127,741.716808795929
575,-238.22115351406634,743.0332682132721
576,-247.75667661922162,744.3957941532135
577,-238.83980488533356,745.7629990577698
578,-123.04027998180719,747.0095746517181
579,-124.81498494969271,748.3425598144531
580,-119.10045630797696,749.6647553443909
581,-226.6622028160249,751.0081441402435
582,-373.9671233114369,752.3727858066559
583,-271.9944361147003,753.7285640239716
584,-122.46470810481576,755.0704483985901
585,-120.5899105442189,756.4176859855652
586,-120.84679825766489,757.7977721691132
587,-363.3352281032468,759.1226191520691
588,-239.29412701503034,760.5187685489655
589,-118.83180968138734,761.7558300495148
590,-238.81957887973195,762.9681603908539
591,-125.25149921097679,764.1731901168823
592,-359.7655047704498,765.3949780464172
593,-343.35167921922067,766.6209416389465
594,-125.17603575975718,767.8704924583435
595,-125.65656109270196,769.0676901340485
596,-125.5803136506374,770.3319852352142
597,-0.3754621684787321,771.6712896823883
598,-371.90232847431935,772.8525183200836
599,-281.055929855572,774.042964220047
600,-124.92786291663568,775.2700741291046
601,-228.29362743118108,776.4867603778839
602,-348.3166771636386,778.1654250621796
603,-124.3524300273048,779.7233171463013
604,-125.72331507937625,781.3172717094421
605,-122.27856166991546,782.8228766918182
606,-124.97659657521503,784.1889138221741
607,-0.016945498358912556,785.7446455955505
608,-346.26957681850837,787.3316254615784
609,-0.3858115013325689,788.8693192005157
610,-120.49051187551969,790.2885477542877
611,-121.07879341412202,791.6968684196472
612,-362.09291015014765,793.2258398532867
613,-378.88797225950464,794.4860372543335
614,-274.6813871621299,795.8330943584442
615,-123.92703945158124,797.1827368736267
616,-243.97396238206508,798.5598301887512
617,-281.13587805141844,799.9351918697357
618,-120.66701470254812,801.2192878723145
619,-237.51747291491628,802.5664405822754
620,-0.7243904655164467,804.1087033748627
621,-125.093064274824,805.5879974365234
622,-122.71900037854681,806.9846360683441
623,-123.97748124446764,808.479789018631
624,-391.3589298781036,809.859402179718
625,-119.91446677173366,811.23415350914
626,-236.98414866404394,812.6266894340515
627,-124.12284100758775,814.0789210796356
628,-126.04485861173823,815.639723777771
629,-1.6579955537176556,817.0279562473297
630,-237.19977489193988,818.245317697525
631,-127.31356545176374,819.6938018798828
632,-239.27495803479857,821.2057816982269
633,-239.9092906943122,822.7333602905273
634,-236.13589875852418,824.1846187114716
635,-377.2945074571703,825.7309784889221
636,-118.32415063168804,827.2040688991547
637,-204.99171656884573,828.5876562595367
638,-349.128072583542,830.1157248020172
639,-210.41904590549024,831.6449384689331
640,-123.88372064255447,833.2093946933746
641,-123.78884967829637,834.7996382713318
642,-126.3231330218391,836.2591984272003
643,-258.5287783146099,837.5482249259949
644,-122.75694316057319,838.9285435676575
645,-235.09856798931324,840.3889076709747
646,-366.2940755531975,841.9134955406189
647,-361.47182478588144,843.3255500793457
648,-240.98271938578318,844.7321879863739
649,-243.8079677696641,846.138279914856
650,-383.53195328820976,847.5722036361694
651,-317.31446974830317,848.916027545929
652,-237.51994617612058,850.3166003227234
653,-1.140825230527659,851.6988158226013
654,-126.72485784822605,853.0191559791565
655,-339.46521416464725,854.3512735366821
656,-348.30067753462134,855.6828305721283
657,-238.5131544899111,857.1061108112335
658,-232.94536670927818,858.4546303749084
659,-348.99011028027684,859.7820315361023
660,-121.28197391867813,861.1435310840607
661,-121.20937648559975,862.7564046382904
662,-124.86550517549469,864.0876026153564
663,-233.59049223117844,865.7063047885895
664,-155.26623100269546,867.1481938362122
665,-124.86422553646432,868.4548563957214
666,-242.5573376485152,869.7345242500305
667,-423.4221809920839,870.9943888187408
668,-374.0162398772753,872.2453112602234
669,-347.7022073208691,873.4897940158844
670,-232.29604399230743,874.7274959087372
671,-325.4525746580873,875.9687242507935
672,-125.04277941360142,877.2299618721008
673,-244.17582112213233,878.5095059871674
674,-2.1424735158265156,879.7960741519928
675,-350.29491164048875,881.0745346546173
676,-269.8200915507225,882.3233368396759
677,-0.593622579399146,883.5724310874939
678,-241.3904656913311,884.8175520896912
679,-126.66042981981288,886.242502450943
680,-239.552670694361,887.6527149677277
681,-119.89962514615623,889.0353097915649
682,-123.5202793739872,890.5799441337585
683,-340.56315104200735,892.7284631729126
684,-125.61459372755434,894.5275106430054
685,-125.44382608897678,896.1479964256287
686,-125.74453754750328,898.0308082103729
687,-235.12151347870926,899.7231743335724
688,-1.4946021804651146,901.3616468906403
689,-120.94657165015121,902.6573915481567
690,-125.19670177498159,903.9521613121033
691,-124.6700468241308,905.8752031326294
692,-245.65893291960197,907.8156833648682
693,-126.59567449611241,909.4248445034027
694,-125.30792899327272,911.3956713676453
695,-124.29638500706582,913.6110963821411
696,-125.88152806681886,915.4766612052917
697,-121.57736699359764,917.2694351673126
698,-120.71950753748061,918.6535923480988
699,-240.38565301874158,920.0806374549866
700,-291.2023111887642,921.5852148532867
701,-122.32877617195966,923.1413059234619
702,-377.2854128303738,924.6188237667084
703,-126.1878154213822,926.0501313209534
704,-357.04654209283376,927.6393644809723
705,-125.52862861037167,929.1864476203918
706,-1.974537095127365,930.5527851581573
707,-126.20335238355392,932.0545735359192
708,-126.95704652542246,933.4235284328461
709,-122.73176362170089,934.7046353816986
710,-326.0373085900581,935.9775528907776
711,-26.642273055566285,937.3377480506897
712,-238.0732789694431,939.0177044868469
713,-327.975446993225,940.6205990314484
714,-123.5152814732872,942.1187839508057
715,-123.70828962598762,943.6077435016632
716,-123.67506139034359,944.9367625713348
717,-121.70521026930719,946.3112795352936
718,-341.7968430622381,947.650383234024
719,-363.34315411268614,949.0300056934357
720,-124.4801655521193,950.4051189422607
721,-122.39701795675809,951.7892203330994
722,-126.13698929352084,953.2063808441162
723,-126.39140547685595,954.6007771492004
724,-125.04559621747723,955.9701232910156
725,-242.2435572838118,957.309897184372
726,-121.6989769130231,958.7040474414825
727,-123.4693527392515,960.0870981216431
728,-123.70639178043811,961.5016536712646
729,-118.90624059584907,962.9962711334229
730,-120.37281517439764,964.3471343517303
731,-311.22613859989747,965.718841791153
732,-126.25585133610332,967.2423076629639
733,-117.83710593099329,968.6153926849365
734,-366.00679326499215,970.0074422359467
735,-348.4599813391126,971.5031471252441
736,-373.26063333277807,972.8833775520325
